"","scenario","mean_incr_e","mean_incr_c","EINB","percentile_5th","percentile_95th","ICER","ceac_WTP15000","ceac_WTP20000","ceac_WTP25000","ceac_WTP30000"
"5%","proteomic_flowassay",-0.000744360670494397,95.7958508563717,-110.68306426626,-163.719980247806,-58.2105883933102,-128695.476069074,0,0,0,0.002
