"","scenario","mean_incr_e","mean_incr_c","EINB","percentile_5th","percentile_95th","ICER","ceac_WTP15000","ceac_WTP20000","ceac_WTP25000","ceac_WTP30000"
"5%","proteomic_flowassay",-0.00254116598674792,236.493113439392,-287.316433174351,-385.39641759833,-205.786813973439,-93064.8035872883,0,0,0,0
